message,label
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹20000 लगेच जमा करा.,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
बँकेने ₹10000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
बँकेने ₹5000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
तुमचा OTP: 641579. कृपया कुणासोबत शेअर करू नका.,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹5000 दिलं नाही तर तुरुंग...,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID4461130,0
बँकेने ₹50000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID4521200,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹50000 भेजें, नहीं तो अरेस्ट होगा।",1
आपका OTP है: 288900 -- कृपया किसी के साथ साझा न करें।,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹20000 न करता अटकेचा धोका आहे.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹5000 दिलं नाही तर तुरुंग...,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹50000 दिलं नाही तर तुरुंग...,1
तुमचा OTP: 225534. कृपया कुणासोबत शेअर करू नका.,0
तुमचा OTP: 338101. कृपया कुणासोबत शेअर करू नका.,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
बैंक ने ₹50000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹50000 दिलं नाही तर तुरुंग...,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
बँकेने ₹3000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹50000 दिलं नाही तर तुरुंग...,1
बैंक ने ₹50000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹5000 भेजें, नहीं तो अरेस्ट होगा।",1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹50000 कोर्ट फीस अभी जमा करें।,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID8832003,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹5000 तुरंत ट्रांसफर करें।,1
बँकेने ₹20000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
बैंक ने ₹50000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID6569276,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹50000 भेजें, नहीं तो अरेस्ट होगा।",1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹5000 लगेच जमा करा.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹20000 भेजें, नहीं तो अरेस्ट होगा।",1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID9406690,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹5000 न करता अटकेचा धोका आहे.,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
बँकेने ₹5000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID6622675,0
बँकेने ₹50000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹5000 दिलं नाही तर तुरुंग...,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹10000 दिलं नाही तर तुरुंग...,1
बँकेने ₹3000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹3000 दिलं नाही तर तुरुंग...,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹10000 कोर्ट फीस अभी जमा करें।,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹50000 दिलं नाही तर तुरुंग...,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹20000 लगेच जमा करा.,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID8272763,0
तुमचा OTP: 997277. कृपया कुणासोबत शेअर करू नका.,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बँकेने ₹10000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID6714267,0
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID5717381,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID2300766,0
बैंक ने ₹50000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹5000 न करता अटकेचा धोका आहे.,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹5000 भेजें, नहीं तो अरेस्ट होगा।",1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
आपका OTP है: 774182 -- कृपया किसी के साथ साझा न करें।,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹20000 लगेच जमा करा.,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID1774762,0
बँकेने ₹10000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID1927512,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹50000 दिलं नाही तर तुरुंग...,1
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹3000 कोर्ट फीस अभी जमा करें।,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID6801968,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹5000 न करता अटकेचा धोका आहे.,1
आपका OTP है: 407247 -- कृपया किसी के साथ साझा न करें।,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID1941416,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹5000 लगेच जमा करा.,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID7070651,0
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचा OTP: 339594. कृपया कुणासोबत शेअर करू नका.,0
आपका OTP है: 469591 -- कृपया किसी के साथ साझा न करें।,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹5000 दिलं नाही तर तुरुंग...,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹10000 दिलं नाही तर तुरुंग...,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID3942604,0
तुमचा OTP: 344218. कृपया कुणासोबत शेअर करू नका.,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
बँकेने ₹3000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹5000 न करता अटकेचा धोका आहे.,1
तुमचा OTP: 958065. कृपया कुणासोबत शेअर करू नका.,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹10000 लगेच जमा करा.,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹10000 कोर्ट फीस अभी जमा करें।,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹5000 दिलं नाही तर तुरुंग...,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹10000 दिलं नाही तर तुरुंग...,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹50000 भेजें, नहीं तो अरेस्ट होगा।",1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹50000 कोर्ट फीस अभी जमा करें।,1
तुमचा OTP: 443484. कृपया कुणासोबत शेअर करू नका.,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
तुमचा OTP: 792850. कृपया कुणासोबत शेअर करू नका.,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
आपका OTP है: 211353 -- कृपया किसी के साथ साझा न करें।,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹50000 कोर्ट फीस अभी जमा करें।,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹5000 भेजें, नहीं तो अरेस्ट होगा।",1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹50000 भेजें, नहीं तो अरेस्ट होगा।",1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID4482364,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID2786537,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID9420242,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹10000 कोर्ट फीस अभी जमा करें।,1
बँकेने ₹3000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹3000 कोर्ट फीस अभी जमा करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹5000 कोर्ट फीस अभी जमा करें।,1
बँकेने ₹5000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
आपका OTP है: 153161 -- कृपया किसी के साथ साझा न करें।,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
तुमचा OTP: 149867. कृपया कुणासोबत शेअर करू नका.,0
तुमचा OTP: 313065. कृपया कुणासोबत शेअर करू नका.,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹5000 तुरंत ट्रांसफर करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹5000 कोर्ट फीस अभी जमा करें।,1
आपका OTP है: 705926 -- कृपया किसी के साथ साझा न करें।,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹5000 न करता अटकेचा धोका आहे.,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹10000 न करता अटकेचा धोका आहे.,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID9965656,0
तुमचा OTP: 141989. कृपया कुणासोबत शेअर करू नका.,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹3000 कोर्ट फीस अभी जमा करें।,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID2740210,0
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID9868688,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID7736092,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹10000 दिलं नाही तर तुरुंग...,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹5000 भेजें, नहीं तो अरेस्ट होगा।",1
बैंक ने ₹10000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID3728663,0
तुमचा OTP: 359054. कृपया कुणासोबत शेअर करू नका.,0
तुमचा OTP: 935791. कृपया कुणासोबत शेअर करू नका.,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹20000 न करता अटकेचा धोका आहे.,1
बँकेने ₹20000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
बैंक ने ₹5000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचा OTP: 652601. कृपया कुणासोबत शेअर करू नका.,0
बैंक ने ₹5000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹10000 दिलं नाही तर तुरुंग...,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹50000 भेजें, नहीं तो अरेस्ट होगा।",1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID7453589,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹10000 न करता अटकेचा धोका आहे.,1
आपका OTP है: 663533 -- कृपया किसी के साथ साझा न करें।,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹10000 लगेच जमा करा.,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
आपका OTP है: 550908 -- कृपया किसी के साथ साझा न करें।,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹10000 लगेच जमा करा.,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹5000 दिलं नाही तर तुरुंग...,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹5000 न करता अटकेचा धोका आहे.,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹10000 लगेच जमा करा.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹3000 कोर्ट फीस अभी जमा करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹3000 कोर्ट फीस अभी जमा करें।,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹50000 दिलं नाही तर तुरुंग...,1
बँकेने ₹10000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID5663269,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID5693624,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID8622595,0
आपका OTP है: 495047 -- कृपया किसी के साथ साझा न करें।,0
आपका OTP है: 782953 -- कृपया किसी के साथ साझा न करें।,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID8291927,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹5000 कोर्ट फीस अभी जमा करें।,1
आपका OTP है: 130602 -- कृपया किसी के साथ साझा न करें।,0
बैंक ने ₹10000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
आपका OTP है: 717780 -- कृपया किसी के साथ साझा न करें।,0
तुमचा OTP: 126335. कृपया कुणासोबत शेअर करू नका.,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹10000 लगेच जमा करा.,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹5000 तुरंत ट्रांसफर करें।,1
आपका OTP है: 983959 -- कृपया किसी के साथ साझा न करें।,0
तुमचा OTP: 381069. कृपया कुणासोबत शेअर करू नका.,0
बैंक ने ₹10000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹10000 न करता अटकेचा धोका आहे.,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹10000 तुरंत ट्रांसफर करें।,1
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचा OTP: 707372. कृपया कुणासोबत शेअर करू नका.,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID6530551,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹50000 दिलं नाही तर तुरुंग...,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹20000 तुरंत ट्रांसफर करें।,1
तुमचा OTP: 381002. कृपया कुणासोबत शेअर करू नका.,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹3000 कोर्ट फीस अभी जमा करें।,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
तुमचा OTP: 626575. कृपया कुणासोबत शेअर करू नका.,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID4015630,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID2595030,0
आपका OTP है: 824661 -- कृपया किसी के साथ साझा न करें।,0
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बैंक ने ₹50000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹50000 कोर्ट फीस अभी जमा करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹3000 कोर्ट फीस अभी जमा करें।,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID7084937,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹5000 भेजें, नहीं तो अरेस्ट होगा।",1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹3000 कोर्ट फीस अभी जमा करें।,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹10000 लगेच जमा करा.,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹10000 तुरंत ट्रांसफर करें।,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹20000 लगेच जमा करा.,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID5206421,0
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बँकेने ₹20000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
